업종명,인허가일자,업소명,소재지(도로명),소재지(지번),업태명,데이터기준일
일반음식점,1971-03-29,영화반점,"대전광역시 대덕구 신탄진동로23번길 46 (신탄진동,(1층))",대전광역시 대덕구 신탄진동 139-17 (1층) ,중국식,2024-05-20
일반음식점,1976-11-15,대덕식당,대전광역시 대덕구 신탄진로738번길 1 (신탄진동),대전광역시 대덕구 신탄진동 295-14 ,한식,2024-05-20
일반음식점,1977-06-21,우리식당,"대전광역시 대덕구 대화15길 118, 1층 (대화동)",대전광역시 대덕구 대화동 35-883 ,한식,2024-05-20
일반음식점,1979-01-24,계룡식당,"대전광역시 대덕구 대전로 1371, 1층 (읍내동)",대전광역시 대덕구 읍내동 244-25 ,한식,2024-05-20
일반음식점,1979-05-15,오가네포차,"대전광역시 대덕구 신탄진동로7번길 74, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 121-25 (1층) ,기타,2024-05-20
일반음식점,1982-06-02,신천지식당,대전광역시 대덕구 대청로 508-8 (미호동),대전광역시 대덕구 미호동 270-5 ,한식,2024-05-20
일반음식점,1982-06-19,고관가든,대전광역시 대덕구 대청로 508 (미호동),대전광역시 대덕구 미호동 270-7 ,한식,2024-05-20
일반음식점,1982-07-01,대마성,대전광역시 대덕구 대화로 119 (대화동),대전광역시 대덕구 대화동 316-3 ,한식,2024-05-20
일반음식점,1982-11-15,호반의집,"대전광역시 대덕구 대청로 493-28 (미호동,나동)",대전광역시 대덕구 미호동 288-1 나동 ,한식,2024-05-20
일반음식점,1983-03-02,가마솥추어탕식당,대전광역시 대덕구 신탄진로778번길 38 (신탄진동),대전광역시 대덕구 신탄진동 170-23 ,한식,2024-05-20
일반음식점,1984-02-24,우리식당,대전광역시 대덕구 석봉로30번안길 11 (석봉동),대전광역시 대덕구 석봉동 182-27 ,한식,2024-05-20
일반음식점,1984-12-20,행복한양푼이,대전광역시 대덕구 신탄진로796번길 8 (신탄진동),대전광역시 대덕구 신탄진동 152-3 ,한식,2024-05-20
일반음식점,1984-07-13,양양요일백반,대전광역시 대덕구 한남로137번길 54 (오정동),대전광역시 대덕구 오정동 487-7 ,한식,2024-05-20
일반음식점,1985-07-06,공주쌍신집칼국수 대청호점,"대전광역시 대덕구 대청로 572, 1층 (미호동)",대전광역시 대덕구 미호동 90-2 ,한식,2024-05-20
일반음식점,1985-09-26,야호정,대전광역시 대덕구 대청호수로 1869 (삼정동),대전광역시 대덕구 삼정동 240-14 ,한식,2024-05-20
일반음식점,1985-10-28,진주송이돼지국밥,대전광역시 대덕구 대덕대로1448번길 11 (목상동),대전광역시 대덕구 목상동 146-14 ,중국식,2024-05-20
일반음식점,1985-10-25,구들마루,"대전광역시 대덕구 대전로 1009, 1층 (오정동)",대전광역시 대덕구 오정동 483-6 (1층) ,한식,2024-05-20
일반음식점,1986-09-23,미훈식당,대전광역시 대덕구 대화11길 4 (대화동),대전광역시 대덕구 대화동 37-18 ,한식,2024-05-20
일반음식점,1986-12-23,선희네식당,대전광역시 대덕구 대덕대로1605번길 7 (석봉동),대전광역시 대덕구 석봉동 201-3 ,한식,2024-05-20
일반음식점,1986-02-26,소담,"대전광역시 대덕구 신탄진북로32번길 7-9, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 18-5 ,한식,2024-05-20
일반음식점,1987-02-07,나루터장어,대전광역시 대덕구 대청로 264 (용호동),대전광역시 대덕구 용호동 39-13 ,한식,2024-05-20
일반음식점,1987-05-21,유진힐스,,대전광역시 대덕구 신탄진동 산 1-2 ,한식,2024-05-20
일반음식점,1987-08-28,대청늘봄식당,대전광역시 대덕구 신탄진북로 34 (신탄진동),대전광역시 대덕구 신탄진동 18-9 ,한식,2024-05-20
일반음식점,1988-07-01,메이찬,"대전광역시 대덕구 동서대로1777번길 26, 1층 (송촌동)",대전광역시 대덕구 송촌동 291-5 (1층) ,중국식,2024-05-20
일반음식점,1988-07-04,동태나라맛나식당,대전광역시 대덕구 신탄진로810번길 14 (신탄진동),대전광역시 대덕구 신탄진동 141-33 ,한식,2024-05-20
일반음식점,1988-11-08,페리카나치킨신대분점,대전광역시 대덕구 신탄진로 213 (신대동),대전광역시 대덕구 신대동 216 ,호프/통닭,2024-05-20
일반음식점,1989-01-30,가덕대구탕,"대전광역시 대덕구 우암로 435, 1층 (비래동)",대전광역시 대덕구 비래동 146-3 (1층) ,한식,2024-05-20
일반음식점,1989-02-20,고개식당,대전광역시 대덕구 계족로 719 (읍내동),대전광역시 대덕구 읍내동 413-7 ,한식,2024-05-20
일반음식점,1989-02-23,전주뚱이모네,대전광역시 대덕구 한남로 31 (오정동),대전광역시 대덕구 오정동 175-68 ,한식,2024-05-20
일반음식점,1989-04-07,윤비식당,대전광역시 대덕구 장동로 278 (장동),대전광역시 대덕구 장동 210-3 ,한식,2024-05-20
일반음식점,1989-04-19,진주냉면이가원,"대전광역시 대덕구 대덕대로1627번길 13, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 119-4 ,한식,2024-05-20
일반음식점,1989-04-29,을축,"대전광역시 대덕구 신탄진동로23번길 81, 1,2층 (신탄진동)",대전광역시 대덕구 신탄진동 121-13 ,한식,2024-05-20
일반음식점,1989-06-20,강가에서,"대전광역시 대덕구 대청로 429, 1층 (미호동)",대전광역시 대덕구 미호동 425-1 (1층) ,한식,2024-05-20
일반음식점,1989-06-24,황금두꺼비식당,대전광역시 대덕구 대화로 117 (대화동),대전광역시 대덕구 대화동 316-1 ,한식,2024-05-20
일반음식점,1989-06-24,한밭식당,대전광역시 대덕구 대화로 119 (대화동),대전광역시 대덕구 대화동 316-3 ,한식,2024-05-20
일반음식점,1989-06-30,맥시칸치킨,대전광역시 대덕구 신탄진로 170 (연축동),대전광역시 대덕구 연축동 102 ,한식,2024-05-20
일반음식점,1989-06-30,맥시칸대화동체인점,대전광역시 대덕구 대화로 31 (대화동),대전광역시 대덕구 대화동 37-17 ,한식,2024-05-20
일반음식점,1989-10-19,중리공주칼국수,대전광역시 대덕구 중리북로 55 (중리동),대전광역시 대덕구 중리동 363-6 ,한식,2024-05-20
일반음식점,1989-10-27,왕룽숯불갈비식당,대전광역시 대덕구 비래서로 89 (비래동),대전광역시 대덕구 비래동 151-7 ,한식,2024-05-20
일반음식점,1989-11-23,동양칼국수법동점,대전광역시 대덕구 계족로663번길 18 (법동),대전광역시 대덕구 법동 282-13 ,한식,2024-05-20
일반음식점,1989-11-29,먹고합시다,"대전광역시 대덕구 중리동로17번길 42, 1층 (중리동)",대전광역시 대덕구 중리동 197-20 (1층) ,한식,2024-05-20
일반음식점,1989-12-16,지리산왕족발보쌈,대전광역시 대덕구 중리남로 48 (중리동),대전광역시 대덕구 중리동 165-19 ,한식,2024-05-20
일반음식점,1990-03-30,하얀나비식당,대전광역시 대덕구 중리남로7번길 2 (중리동),대전광역시 대덕구 중리동 182-7 ,까페,2024-05-20
일반음식점,1990-04-30,명랑식당,대전광역시 대덕구 한남로88번길 15 (오정동),대전광역시 대덕구 오정동 443-3 ,한식,2024-05-20
일반음식점,1990-05-07,고모네삼겹돌구이식당,대전광역시 대덕구 중리로 18 (중리동),대전광역시 대덕구 중리동 411-27 ,한식,2024-05-20
일반음식점,1990-05-07,삼삼양꼬치&훠궈,"대전광역시 대덕구 중리남로 19, 1층 (중리동)",대전광역시 대덕구 중리동 196-5 (1층) ,중국식,2024-05-20
일반음식점,1990-05-25,명인각,대전광역시 대덕구 계족로511번길 96 (중리동),대전광역시 대덕구 중리동 249-32 ,한식,2024-05-20
일반음식점,1990-08-28,즐거운생1955,대전광역시 대덕구 중리남로 43-1 (중리동),대전광역시 대덕구 중리동 207-3 ,한식,2024-05-20
일반음식점,1990-10-24,수호프,"대전광역시 대덕구 신탄진동로7번길 23, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 152-5 (1층) ,호프/통닭,2024-05-20
일반음식점,1990-11-02,두리두리식당,대전광역시 대덕구 한남로 65 (오정동),대전광역시 대덕구 오정동 172-3 ,한식,2024-05-20
일반음식점,1990-11-07,화목식당,대전광역시 대덕구 대화로 29 (대화동),대전광역시 대덕구 대화동 37-7 ,한식,2024-05-20
일반음식점,1990-11-07,유가네곰탕,"대전광역시 대덕구 중리남로 23, 1층 (중리동)",대전광역시 대덕구 중리동 196-3 (1층) ,한식,2024-05-20
일반음식점,1990-11-27,59쌀피자,대전광역시 대덕구 계족로663번길 18 (법동),대전광역시 대덕구 법동 282-13 ,분식,2024-05-20
일반음식점,1990-12-28,우진식당,대전광역시 대덕구 신탄진로681번길 36 (덕암동),대전광역시 대덕구 덕암동 49-12 ,한식,2024-05-20
일반음식점,1990-12-31,또와순대,"대전광역시 대덕구 신탄진로218번길 24, 1층 (와동)",대전광역시 대덕구 와동 59-14 (1층) ,한식,2024-05-20
일반음식점,1990-10-23,백반돼지,"대전광역시 대덕구 한남로137번길 9, 1층 (오정동)",대전광역시 대덕구 오정동 489-18 (1층) ,한식,2024-05-20
일반음식점,1990-09-19,구룡포회수산,대전광역시 대덕구 중리북로 59 (중리동),대전광역시 대덕구 중리동 363-4 ,일식,2024-05-20
일반음식점,1991-03-11,따거,대전광역시 대덕구 대청로 20 (신탄진동),대전광역시 대덕구 신탄진동 121-36 ,중국식,2024-05-20
일반음식점,1991-01-22,왔다삼겹살,"대전광역시 대덕구 중리남로 58, 1층 (중리동)",대전광역시 대덕구 중리동 165-25 (1층) ,식육(숯불구이),2024-05-20
일반음식점,1991-01-29,유진식당,"대전광역시 대덕구 중리남로 46, 1층 (중리동)",대전광역시 대덕구 중리동 165-18 (1층) ,한식,2024-05-20
일반음식점,1991-02-08,딱한잔집식당,대전광역시 대덕구 대화16길 10 (오정동),대전광역시 대덕구 오정동 10-56 ,한식,2024-05-20
일반음식점,1991-04-09,행복분식,대전광역시 대덕구 대화로50번길 82 (대화동),대전광역시 대덕구 대화동 3-3 ,한식,2024-05-20
일반음식점,1991-05-01,내고향맛집,대전광역시 대덕구 덕암로181번길 13 (덕암동),대전광역시 대덕구 덕암동 65-1 ,한식,2024-05-20
일반음식점,1991-05-09,그린분식식당,"대전광역시 대덕구 아리랑로 211, 상가동 (법동, 영진아파트)",대전광역시 대덕구 법동 389 영진법동로얄맨션복합상가 ,한식,2024-05-20
일반음식점,1991-05-29,낭만제작소,대전광역시 대덕구 중리남로 41 (중리동),대전광역시 대덕구 중리동 207-6 ,호프/통닭,2024-05-20
일반음식점,1991-06-05,왕손곱창식당,대전광역시 대덕구 대화로 69 (대화동),대전광역시 대덕구 대화동 40-85 ,한식,2024-05-20
일반음식점,1991-06-15,명성생오리,"대전광역시 대덕구 중리남로 9, 1층 (중리동)",대전광역시 대덕구 중리동 182-6 (1층) ,한식,2024-05-20
일반음식점,1991-06-24,옥경이식당,"대전광역시 대덕구 대전로1112번길 20-12, 1층 (오정동)",대전광역시 대덕구 오정동 427-14 ,한식,2024-05-20
일반음식점,1991-08-08,탬버린7080,"대전광역시 대덕구 중리남로 56, 지하1층 (중리동)",대전광역시 대덕구 중리동 165-24 ,라이브카페,2024-05-20
일반음식점,1991-08-26,제일추어탕,대전광역시 대덕구 한남로 137 (오정동),대전광역시 대덕구 오정동 490-6 ,한식,2024-05-20
일반음식점,1991-09-03,뉴서울식당,대전광역시 대덕구 대전로 1398 (읍내동),대전광역시 대덕구 읍내동 266-14 ,한식,2024-05-20
일반음식점,1991-09-17,명부마라탕,"대전광역시 대덕구 홍도로 111, 1층 (중리동)",대전광역시 대덕구 중리동 243-45 (1층) ,한식,2024-05-20
일반음식점,1991-10-07,서민갑뿌,"대전광역시 대덕구 우암로 479, 1층 (비래동)",대전광역시 대덕구 비래동 118-25 (1층) ,한식,2024-05-20
일반음식점,1991-10-16,가장맛있는족발신탄진점,대전광역시 대덕구 덕암북로 67 (석봉동),대전광역시 대덕구 석봉동 316-12 (1층) ,한식,2024-05-20
일반음식점,1991-11-06,군산해물탕식당,대전광역시 대덕구 대청로 17 (신탄진동),대전광역시 대덕구 신탄진동 120-6 ,한식,2024-05-20
일반음식점,1991-11-07,이경란흑돼지,대전광역시 대덕구 덕암로118번길 53 (상서동),대전광역시 대덕구 상서동 830-5 ,한식,2024-05-20
일반음식점,1991-11-22,신강양꼬치,대전광역시 대덕구 신탄진동로7번길 60 (신탄진동),대전광역시 대덕구 신탄진동 140-22 ,한식,2024-05-20
일반음식점,1991-11-22,화도식(火刀食),대전광역시 대덕구 한밭대로1006번길 98 (오정동),대전광역시 대덕구 오정동 274-23 ,중국식,2024-05-20
일반음식점,1991-11-27,오짬뽕,대전광역시 대덕구 대전로1033번길 42 (오정동),대전광역시 대덕구 오정동 496-5 ,한식,2024-05-20
일반음식점,1992-06-26,형이랑아우랑,"대전광역시 대덕구 중리동로17번길 6, 1층 (중리동)",대전광역시 대덕구 중리동 196-9 (1층) ,한식,2024-05-20
일반음식점,1992-11-07,꽃차이야기,대전광역시 대덕구 아리랑로 213 (법동),대전광역시 대덕구 법동 344-12 ,한식,2024-05-20
일반음식점,1992-01-28,꽃돼지와미운오리,대전광역시 대덕구 중리로21번길 8 (중리동),대전광역시 대덕구 중리동 400-19 ,한식,2024-05-20
일반음식점,1992-02-19,영광식당,대전광역시 대덕구 중리로21번길 8 (중리동),대전광역시 대덕구 중리동 400-19 ,한식,2024-05-20
일반음식점,1992-04-02,봉이네감자탕,대전광역시 대덕구 석봉북로 26 (석봉동),대전광역시 대덕구 석봉동 194-21 ,한식,2024-05-20
일반음식점,1992-05-08,가보자7080,"대전광역시 대덕구 중리로21번길 8, 지하층 (중리동)",대전광역시 대덕구 중리동 400-19 (지하1층) ,라이브카페,2024-05-20
일반음식점,1992-05-01,진미정식,대전광역시 대덕구 중리동로17번길 50 (중리동),대전광역시 대덕구 중리동 207-7 ,한식,2024-05-20
일반음식점,1992-05-01,산삼과흑염소,대전광역시 대덕구 우암로492번길 93 (비래동),대전광역시 대덕구 비래동 306-2 ,한식,2024-05-20
일반음식점,1992-05-30,게다선술집,"대전광역시 대덕구 신탄진동로7번길 55, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 144-14 (1층) ,호프/통닭,2024-05-20
일반음식점,1992-06-10,진시황옛날손짜장,대전광역시 대덕구 비래서로9번길 38 (비래동),대전광역시 대덕구 비래동 121-3 ,한식,2024-05-20
일반음식점,1992-06-10,사랑만들기식당,대전광역시 대덕구 중리로 47 (중리동),대전광역시 대덕구 중리동 384-8 ,호프/통닭,2024-05-20
일반음식점,1992-06-25,해송식당,대전광역시 대덕구 동서대로1748번길 45 (비래동),대전광역시 대덕구 비래동 560-9 ,한식,2024-05-20
일반음식점,1992-07-01,보네치킨호프,대전광역시 대덕구 덕암로233번길 35 (덕암동),대전광역시 대덕구 덕암동 42-1 ,한식,2024-05-20
일반음식점,1992-07-10,태능생삼겹살,"대전광역시 대덕구 오정로78번길 31, 1층 (오정동)",대전광역시 대덕구 오정동 89-18 1층 ,한식,2024-05-20
일반음식점,1992-07-20,징기스칸식당,"대전광역시 대덕구 석봉북로 29, 1층 (석봉동)",대전광역시 대덕구 석봉동 305-24 1층 ,한식,2024-05-20
일반음식점,1992-07-23,에스호프,"대전광역시 대덕구 신탄진로796번길 19, 지하층 (신탄진동)",대전광역시 대덕구 신탄진동 142-16 (지하1층) ,호프/통닭,2024-05-20
일반음식점,1992-07-29,명호공주얼큰이칼국수쭈꾸미대전본점,"대전광역시 대덕구 옛신탄진로 121, 1층 (오정동)",대전광역시 대덕구 오정동 454-6 (1층) ,한식,2024-05-20
일반음식점,1992-08-19,금남닭갈비,대전광역시 대덕구 덕암로 253 (덕암동),대전광역시 대덕구 덕암동 18-14 ,한식,2024-05-20
일반음식점,1992-08-19,청춘을위하여,대전광역시 대덕구 덕암로 253 (덕암동),대전광역시 대덕구 덕암동 18-14 ,한식,2024-05-20
일반음식점,1992-09-02,처갓집양념치킨덕암점,대전광역시 대덕구 덕암로 222 (덕암동),대전광역시 대덕구 덕암동 52-22 ,호프/통닭,2024-05-20
일반음식점,1992-10-07,통일면옥식당,대전광역시 대덕구 한밭대로1117번길 17 (중리동),대전광역시 대덕구 중리동 406-13 ,한식,2024-05-20
일반음식점,1992-10-09,필짬뽕,대전광역시 대덕구 한남로137번길 43 (오정동),대전광역시 대덕구 오정동 488-18 ,중국식,2024-05-20
일반음식점,1992-10-12,무쇠삼겹,대전광역시 대덕구 신탄진동로23번길 39 (신탄진동),대전광역시 대덕구 신탄진동 141-18 ,한식,2024-05-20
일반음식점,1992-10-14,김밥마을식당,"대전광역시 대덕구 석봉로37번길 1 (석봉동,(1층))",대전광역시 대덕구 석봉동 189-16 (1층) ,한식,2024-05-20
일반음식점,1992-10-28,김밥천국식당,대전광역시 대덕구 오정로78번길 12 (오정동),대전광역시 대덕구 오정동 235-2 ,한식,2024-05-20
일반음식점,1992-10-30,대성식당,대전광역시 대덕구 한밭대로988번길 35 (오정동),대전광역시 대덕구 오정동 81-13 ,한식,2024-05-20
일반음식점,1992-10-30,청룡대반점,대전광역시 대덕구 대전로 1395 (읍내동),대전광역시 대덕구 읍내동 227 ,중국식,2024-05-20
일반음식점,1992-10-30,제주해군기지,"대전광역시 대덕구 동서대로1748번길 45, 1층 (비래동)",대전광역시 대덕구 비래동 560-9 (1층) ,한식,2024-05-20
일반음식점,1992-11-17,찌글이짜글이식당,대전광역시 대덕구 대덕대로1454번길 13 (목상동),대전광역시 대덕구 목상동 149-1 ,한식,2024-05-20
일반음식점,1992-11-24,페리카나목상석봉분점,"대전광역시 대덕구 대덕대로1454번길 11-6, 1층 (목상동)",대전광역시 대덕구 목상동 149-2 (1층) ,통닭(치킨),2024-05-20
일반음식점,1992-12-02,강촌매운탕,대전광역시 대덕구 아리랑로 189 (법동),대전광역시 대덕구 법동 427 ,한식,2024-05-20
일반음식점,1992-12-11,청학동식당,대전광역시 대덕구 중리로 15 (중리동),대전광역시 대덕구 중리동 401-7 ,한식,2024-05-20
일반음식점,1992-12-14,별과달식당,대전광역시 대덕구 중리로 41 (중리동),대전광역시 대덕구 중리동 391-4 ,까페,2024-05-20
일반음식점,1992-10-08,엄마네갈비찜·김밥,"대전광역시 대덕구 신탄진동로 34, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 156-4 ,한식,2024-05-20
일반음식점,1993-01-08,홍도네가자,대전광역시 대덕구 대전로1032번길 51 (오정동),대전광역시 대덕구 오정동 464-5 ,중국식,2024-05-20
일반음식점,1993-01-20,대성생삼겹살전문점,"대전광역시 대덕구 신탄진동로23번길 2, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 157-7 (1층) ,분식,2024-05-20
일반음식점,1993-02-26,페리카나치킨식당,대전광역시 대덕구 동춘당로23번길 104 (송촌동),대전광역시 대덕구 송촌동 222-12 ,통닭(치킨),2024-05-20
일반음식점,1993-02-26,삼오돈,대전광역시 대덕구 대덕대로1458번길 14 (목상동),대전광역시 대덕구 목상동 149-5 ,한식,2024-05-20
일반음식점,1993-02-26,랠리치킨식당,대전광역시 대덕구 비래동로 29 (비래동),대전광역시 대덕구 비래동 128-6 ,통닭(치킨),2024-05-20
일반음식점,1993-03-18,지코바치킨,대전광역시 대덕구 덕암북로 37 (석봉동),대전광역시 대덕구 석봉동 314-1 ,한식,2024-05-20
일반음식점,1993-03-22,큰손부대찌개칼국수,대전광역시 대덕구 중리북로 7 (중리동),대전광역시 대덕구 중리동 132-1 ,분식,2024-05-20
일반음식점,1993-03-30,목상동양푼이동태탕,대전광역시 대덕구 대덕대로1454번길 11-6 (목상동),대전광역시 대덕구 목상동 149-2 ,한식,2024-05-20
일반음식점,1993-04-09,신탄진투다리,대전광역시 대덕구 석봉로38번길 46 (석봉동),대전광역시 대덕구 석봉동 182-39 ,호프/통닭,2024-05-20
일반음식점,1993-04-24,청춘시대,"대전광역시 대덕구 오정로78번길 31, 1층 (오정동)",대전광역시 대덕구 오정동 89-18 (1층) ,기타,2024-05-20
일반음식점,1993-04-24,대왕식당,대전광역시 대덕구 석봉북로 29 (석봉동),대전광역시 대덕구 석봉동 305-24 ,한식,2024-05-20
일반음식점,1993-04-28,한밭삼계탕식당,대전광역시 대덕구 대전로1019번길 36 (오정동),대전광역시 대덕구 오정동 486-8 ,한식,2024-05-20
일반음식점,1993-04-28,청운반점,대전광역시 대덕구 오정로76번길 2 (오정동),대전광역시 대덕구 오정동 238-26 ,한식,2024-05-20
일반음식점,1993-04-28,조이헛치킨대화점,대전광역시 대덕구 동심1길 172 (대화동),대전광역시 대덕구 대화동 35-204 ,한식,2024-05-20
일반음식점,1993-05-17,신탄족발집,대전광역시 대덕구 신탄진로810번길 6 (신탄진동),대전광역시 대덕구 신탄진동 143-1 ,한식,2024-05-20
일반음식점,1993-06-05,영광식당,"대전광역시 대덕구 한밭대로1003번길 161-27, 6호 (오정동)",대전광역시 대덕구 오정동 705-284 6호 ,한식,2024-05-20
일반음식점,1993-06-05,암소한마리식당,"대전광역시 대덕구 한밭대로1003번길 161-27, 7호 (오정동)",대전광역시 대덕구 오정동 705-65 7호 ,한식,2024-05-20
일반음식점,1993-06-07,마스코트식당,대전광역시 대덕구 신탄진로778번길 12 (신탄진동),대전광역시 대덕구 신탄진동 175-13 ,한식,2024-05-20
일반음식점,1993-06-07,두부명가식당,대전광역시 대덕구 비래서로 33 (비래동),대전광역시 대덕구 비래동 125-39 ,한식,2024-05-20
일반음식점,1993-06-17,야화식당,대전광역시 대덕구 신탄진동로7번길 39 (신탄진동),대전광역시 대덕구 신탄진동 143-7 ,한식,2024-05-20
일반음식점,1993-06-17,대통반점,대전광역시 대덕구 신탄진북로35번길 2 (신탄진동),대전광역시 대덕구 신탄진동 127-25 ,한식,2024-05-20
일반음식점,1993-06-29,장터통닭,대전광역시 대덕구 계족산로5번안길 30 (법동),대전광역시 대덕구 법동 198-1 ,호프/통닭,2024-05-20
일반음식점,1993-07-01,현대분식,"대전광역시 대덕구 계족로761번길 24 (읍내동,현대(아)상가지하41호)",대전광역시 대덕구 읍내동 54 현대(아)상가지하41호 ,한식,2024-05-20
일반음식점,1993-07-02,자갈치꼼장어,"대전광역시 대덕구 중리남로 45, 1층 (중리동)",대전광역시 대덕구 중리동 207-2 (1층) ,한식,2024-05-20
일반음식점,1993-07-15,스카이,대전광역시 대덕구 중리남로 38-1 (중리동),대전광역시 대덕구 중리동 166-18 ,호프/통닭,2024-05-20
일반음식점,1993-07-16,불티나만두찐빵,대전광역시 대덕구 중리로76번길 18 (중리동),대전광역시 대덕구 중리동 372-2 ,분식,2024-05-20
일반음식점,1993-07-20,노비마을식당,대전광역시 대덕구 비래서로25번길 90 (비래동),대전광역시 대덕구 비래동 130-1 ,한식,2024-05-20
일반음식점,1993-08-04,순대와염소맛집,"대전광역시 대덕구 덕암북로 87, 1층 (석봉동)",대전광역시 대덕구 석봉동 322-13 (1층) ,한식,2024-05-20
일반음식점,1993-08-23,뜰에식당,"대전광역시 대덕구 덕암로 247 (덕암동,,10)","대전광역시 대덕구 덕암동 18-5 ,10 ",한식,2024-05-20
일반음식점,1993-08-27,본죽앤비빔밥대전법동점,대전광역시 대덕구 계족산로17번길 115 (법동),대전광역시 대덕구 법동 199-2 ,분식,2024-05-20
일반음식점,1993-09-11,모여라호프,대전광역시 대덕구 홍도로114번길 4 (중리동),대전광역시 대덕구 중리동 245-1 ,호프/통닭,2024-05-20
일반음식점,1993-09-24,다해활어시장식당,대전광역시 대덕구 덕암북로 85 (석봉동),대전광역시 대덕구 석봉동 322-1 ,횟집,2024-05-20
일반음식점,1993-10-06,투다리한남대점,대전광역시 대덕구 한남로88번길 16 (오정동),대전광역시 대덕구 오정동 445-17 ,기타,2024-05-20
일반음식점,1993-10-12,두리두리호프,대전광역시 대덕구 오정로78번길 23 (오정동),대전광역시 대덕구 오정동 88-25 ,호프/통닭,2024-05-20
일반음식점,1993-10-15,불구이돈식당,대전광역시 대덕구 오정로78번길 111 (오정동),대전광역시 대덕구 오정동 96-6 ,한식,2024-05-20
일반음식점,1993-10-15,중리동장터족발순대,"대전광역시 대덕구 중리북로37번길 26 (중리동,368-8,9,14 상가16호)","대전광역시 대덕구 중리동 368-7 368-8,9,14 상가16호 ",한식,2024-05-20
일반음식점,1993-10-16,맛보리감자탕,대전광역시 대덕구 계족산로5번길 106 (법동),대전광역시 대덕구 법동 201-12 ,한식,2024-05-20
일반음식점,1993-11-05,아다모,"대전광역시 대덕구 계족산로5번길 106, 1층 (법동)",대전광역시 대덕구 법동 201-12 (1층) ,호프/통닭,2024-05-20
일반음식점,1993-11-05,페리카나법동2분점,대전광역시 대덕구 계족산로17번길 81 (법동),대전광역시 대덕구 법동 206-6 ,한식,2024-05-20
일반음식점,1993-11-09,나도가수다,대전광역시 대덕구 계족산로5번안길 22 (법동),대전광역시 대덕구 법동 199-1 ,까페,2024-05-20
일반음식점,1993-11-19,숯대감,대전광역시 대덕구 비래동로 30 (비래동),대전광역시 대덕구 비래동 138-1 ,한식,2024-05-20
일반음식점,1993-11-25,골방속고장난시계식당,"대전광역시 대덕구 중리남로 33-1, 1층 (중리동)",대전광역시 대덕구 중리동 197-5 (1층) ,호프/통닭,2024-05-20
일반음식점,1993-12-04,소문난김밥식당,"대전광역시 대덕구 덕암로 156 (상서동,(1층))",대전광역시 대덕구 상서동 832-18 (1층) ,한식,2024-05-20
일반음식점,1993-12-11,샘물,대전광역시 대덕구 계족산로5번길 102 (법동),대전광역시 대덕구 법동 201-11 ,한식,2024-05-20
일반음식점,1993-12-15,신탄진장충동왕족발식당,대전광역시 대덕구 신탄진로 840 (신탄진동),대전광역시 대덕구 신탄진동 117-36 ,한식,2024-05-20
일반음식점,1993-12-18,대왕옛짜장식당,"대전광역시 대덕구 덕암북로 53, 1층 (석봉동)",대전광역시 대덕구 석봉동 316-24 (1층) ,중국식,2024-05-20
일반음식점,1993-12-22,매봉식당,대전광역시 대덕구 계족로664번길 113 (법동),대전광역시 대덕구 법동 189-10 ,한식,2024-05-20
일반음식점,1993-12-30,송정식당,"대전광역시 대덕구 대전로 1072, 1층 (오정동)",대전광역시 대덕구 오정동 440-9 ,한식,2024-05-20
일반음식점,1993-12-31,이가촌,대전광역시 대덕구 아리랑로 141 (읍내동),대전광역시 대덕구 읍내동 360-3 ,한식,2024-05-20
일반음식점,1994-01-08,대구막창,대전광역시 대덕구 중리남로40번길 6 (중리동),대전광역시 대덕구 중리동 166-1 ,기타,2024-05-20
일반음식점,1994-01-14,하나분식,"대전광역시 대덕구 석봉로37번길 11, 1층 (석봉동)",대전광역시 대덕구 석봉동 189-6 (1층) ,한식,2024-05-20
일반음식점,1994-01-20,체리식당,대전광역시 대덕구 계족산로17번길 94 (법동),대전광역시 대덕구 법동 207-13 ,한식,2024-05-20
일반음식점,1994-02-23,만보성앤설악냉국수,대전광역시 대덕구 한밭대로972번길 86 (오정동),대전광역시 대덕구 오정동 87-21 ,한식,2024-05-20
일반음식점,1994-02-23,써니식당,"대전광역시 대덕구 중리로 35, 1층 (중리동)",대전광역시 대덕구 중리동 391-8 (1층) ,호프/통닭,2024-05-20
일반음식점,1994-02-23,영일만활어횟집식당,대전광역시 대덕구 우암동로 9 (비래동),대전광역시 대덕구 비래동 132-29 ,횟집,2024-05-20
일반음식점,1994-02-26,따봉순대식당,"대전광역시 대덕구 신탄진로 778 (신탄진동,175-23)",대전광역시 대덕구 신탄진동 175-22 175-23 ,한식,2024-05-20
일반음식점,1994-03-02,외양간숯불구이식당,"대전광역시 대덕구 한밭대로1003번길 161-27, 10호 (오정동)",대전광역시 대덕구 오정동 705-65 10호 ,한식,2024-05-20
일반음식점,1994-03-09,생태나라,대전광역시 대덕구 중리남로 43 (중리동),대전광역시 대덕구 중리동 207-4 ,한식,2024-05-20
