업종명,인허가일자,업소명,소재지(도로명),소재지(지번),업태명,데이터기준일
일반음식점,1996-04-19,진미집식당,"대전광역시 대덕구 중리로75번길 22-17 (중리동,(1층))",대전광역시 대덕구 중리동 363-13 (1층) ,한식,2024-05-20
일반음식점,1996-07-15,강남숯불갈비식당,대전광역시 대덕구 중리로 60 (중리동),대전광역시 대덕구 중리동 375-27 ,한식,2024-05-20
일반음식점,1996-01-09,다복대반점,"대전광역시 대덕구 신탄진로218번길 62, 상가1동 205호 (와동, 현대아파트)",대전광역시 대덕구 와동 111 현대아파트 상가1동 205호,중국식,2024-05-20
일반음식점,1996-01-13,모두닭두마리치킨,대전광역시 대덕구 신탄진동로24번길 4 (신탄진동),대전광역시 대덕구 신탄진동 155-19 ,호프/통닭,2024-05-20
일반음식점,1996-01-19,맥주가게,"대전광역시 대덕구 덕암북로 89, 1층 (석봉동)",대전광역시 대덕구 석봉동 322-15 (1층) ,호프/통닭,2024-05-20
일반음식점,1996-01-25,하늘정원,대전광역시 대덕구 한남로 65 (오정동),대전광역시 대덕구 오정동 172-3 ,한식,2024-05-20
일반음식점,1996-01-25,노가리맥주창고,"대전광역시 대덕구 석봉로38번길 40, 1층 (석봉동)",대전광역시 대덕구 석봉동 182-19 (1층) ,한식,2024-05-20
일반음식점,1996-02-01,호박,"대전광역시 대덕구 중리로 57-1, 지하층 (중리동)",대전광역시 대덕구 중리동 376-8 (지하1층) ,기타,2024-05-20
일반음식점,1996-02-07,장미식당,"대전광역시 대덕구 동심1길 67, 1층 (대화동)",대전광역시 대덕구 대화동 35-161 (1층) ,한식,2024-05-20
일반음식점,1996-02-29,쎄시봉식당,"대전광역시 대덕구 계족산로 9, 지하층 (중리동)",대전광역시 대덕구 중리동 120-10 (지하1층) ,호프/통닭,2024-05-20
일반음식점,1996-03-02,방일해장국목상점,대전광역시 대덕구 대덕대로1448번길 3 (목상동),대전광역시 대덕구 목상동 146-1 ,한식,2024-05-20
일반음식점,1996-03-07,본도시락한남대점,대전광역시 대덕구 한남로 35 (오정동),대전광역시 대덕구 오정동 175-71 ,김밥(도시락),2024-05-20
일반음식점,1996-03-14,대성식당,대전광역시 대덕구 대덕대로1448번길 81 (목상동),대전광역시 대덕구 목상동 863-5 ,한식,2024-05-20
일반음식점,1996-03-16,고향식당,대전광역시 대덕구 회덕로 3 (신대동),대전광역시 대덕구 신대동 365-5 ,한식,2024-05-20
일반음식점,1996-03-27,도새기막창,"대전광역시 대덕구 대덕대로1454번길 19-14, 1층 (목상동)",대전광역시 대덕구 목상동 151-5 (1층) ,기타,2024-05-20
일반음식점,1996-04-16,꽃돼지하우스식당,대전광역시 대덕구 덕암북로72번길 30 (덕암동),대전광역시 대덕구 덕암동 11-6 ,한식,2024-05-20
일반음식점,1996-05-04,김가네식당,대전광역시 대덕구 대전로 1046 (오정동),대전광역시 대덕구 오정동 449-8 ,한식,2024-05-20
일반음식점,1996-05-07,서산칼국수,대전광역시 대덕구 계족로664번길 101 (법동),대전광역시 대덕구 법동 189-5 ,분식,2024-05-20
일반음식점,1996-05-16,영심이분식식당,"대전광역시 대덕구 덕암로125번길 12 (덕암동,대호맨선102호)",대전광역시 대덕구 덕암동 108-8 대호맨선102호 ,한식,2024-05-20
일반음식점,1996-05-29,지리산회관,"대전광역시 대덕구 계족산로5번길 67, 1층 (법동)",대전광역시 대덕구 법동 203-10 (1층) ,한식,2024-05-20
일반음식점,1996-05-29,무진골식당,대전광역시 대덕구 대덕대로1627번길 36 (신탄진동),대전광역시 대덕구 신탄진동 114-4 ,한식,2024-05-20
일반음식점,1996-06-19,말자싸롱,"대전광역시 대덕구 덕암로 201, 1층 (덕암동)",대전광역시 대덕구 덕암동 59-13 (1층) ,호프/통닭,2024-05-20
일반음식점,1996-06-24,해성식당,"대전광역시 대덕구 대화로 29 (대화동,세원상가107-110호)",대전광역시 대덕구 대화동 37-7 세원상가107-110호 ,한식,2024-05-20
일반음식점,1996-07-18,회뜨는포차1,"대전광역시 대덕구 중리서로 84, 1층 (중리동)",대전광역시 대덕구 중리동 363-1 (!층) ,한식,2024-05-20
일반음식점,1996-08-09,기분좋은포차,대전광역시 대덕구 덕암로 156 (상서동),대전광역시 대덕구 상서동 832-18 ,한식,2024-05-20
일반음식점,1996-08-12,일일분식,대전광역시 대덕구 한남로88번길 12 (오정동),대전광역시 대덕구 오정동 445-19 ,한식,2024-05-20
일반음식점,1996-08-14,온즈커피,"대전광역시 대덕구 대덕대로1458번길 46, 1층 (목상동)",대전광역시 대덕구 목상동 152-9 (1층) ,기타,2024-05-20
일반음식점,1996-08-16,전복오리누룽지백숙,대전광역시 대덕구 계족산로17번길 87 (법동),대전광역시 대덕구 법동 206-4 ,한식,2024-05-20
일반음식점,1996-08-20,은진손두부,"대전광역시 대덕구 덕암로234번길 30, 1층 (덕암동)",대전광역시 대덕구 덕암동 51-3 (1층) ,한식,2024-05-20
일반음식점,1996-08-29,초콜릿,"대전광역시 대덕구 비래서로 47, 2층 (비래동)",대전광역시 대덕구 비래동 140-11 (2층) ,기타,2024-05-20
일반음식점,1996-08-30,양반고을,"대전광역시 대덕구 석봉로57번길 40, 1층 (석봉동)",대전광역시 대덕구 석봉동 416-25 (1층) ,한식,2024-05-20
일반음식점,1996-09-19,왕짬뽕순두부,대전광역시 대덕구 비래서로 25 (비래동),대전광역시 대덕구 비래동 125-12 ,한식,2024-05-20
일반음식점,1996-09-19,희망휴게실식당,대전광역시 대덕구 석봉북로 22 (석봉동),대전광역시 대덕구 석봉동 191-28 ,한식,2024-05-20
일반음식점,1996-10-04,송학정,"대전광역시 대덕구 대덕대로1454번길 18, 1층 (목상동)",대전광역시 대덕구 목상동 146-4 (1층) ,한식,2024-05-20
일반음식점,1996-10-15,여리향식당,대전광역시 대덕구 계족로564번길 34 (중리동),대전광역시 대덕구 중리동 119-1 ,중국식,2024-05-20
일반음식점,1996-10-16,오문창순대국밥식당,대전광역시 대덕구 한밭대로 1153 (중리동),대전광역시 대덕구 중리동 203-2 ,한식,2024-05-20
일반음식점,1996-10-31,옛사랑막국수,대전광역시 대덕구 중리로63번길 14 (중리동),대전광역시 대덕구 중리동 366-6 ,분식,2024-05-20
일반음식점,1996-11-02,회뜨는포차,"대전광역시 대덕구 중리서로 84, 1층 (중리동)",대전광역시 대덕구 중리동 363-1 (1층) ,한식,2024-05-20
일반음식점,1996-11-02,피자2001송촌동중리동법동용전점,"대전광역시 대덕구 계족로 623, 2층 (중리동)",대전광역시 대덕구 중리동 132-5 (2층) ,통닭(치킨),2024-05-20
일반음식점,1996-11-13,묵찌빠식당,대전광역시 대덕구 한남로38번길 3 (오정동),대전광역시 대덕구 오정동 175-40 ,한식,2024-05-20
일반음식점,1996-11-14,인생맛집,"대전광역시 대덕구 계족산로5번길 52, 1층 (중리동)",대전광역시 대덕구 중리동 100-1 (1층) ,분식,2024-05-20
일반음식점,1996-11-20,더레드(THE RED),"대전광역시 대덕구 중리남로 21, 1층 (중리동)",대전광역시 대덕구 중리동 196-4 (1층) ,기타,2024-05-20
일반음식점,1996-11-20,양반청원삼계탕,"대전광역시 대덕구 중리로44번길 16, 1층 (중리동)",대전광역시 대덕구 중리동 389-1 1층 ,한식,2024-05-20
일반음식점,1996-11-28,보은순대식당,대전광역시 대덕구 송촌남로 55 (송촌동),대전광역시 대덕구 송촌동 290-21 ,한식,2024-05-20
일반음식점,1996-11-30,양자강식당,"대전광역시 대덕구 대전로1370번길 4, 1층 (읍내동)",대전광역시 대덕구 읍내동 344-37 (1층) ,중국식,2024-05-20
일반음식점,1996-12-05,쎄븐나잇식당,"대전광역시 대덕구 홍도로114번길 1, 1층 (중리동)",대전광역시 대덕구 중리동 246-25 (1층) ,한식,2024-05-20
일반음식점,1996-12-31,한마음정육식당중리점,대전광역시 대덕구 중리남로 56 (중리동),대전광역시 대덕구 중리동 165-24 ,한식,2024-05-20
일반음식점,1997-12-23,윤이네집밥,"대전광역시 대덕구 계족산로5번길 54, 1층 (중리동)",대전광역시 대덕구 중리동 99-1 (1층) ,한식,2024-05-20
일반음식점,1997-10-15,소문난옛날치킨,대전광역시 대덕구 동심1길 32 (대화동),대전광역시 대덕구 대화동 35-116 ,한식,2024-05-20
일반음식점,1997-10-09,중리보쌈,대전광역시 대덕구 중리남로 43-1 (중리동),대전광역시 대덕구 중리동 207-3 ,한식,2024-05-20
일반음식점,1997-11-06,꼬치야,대전광역시 대덕구 중리남로 33 (중리동),대전광역시 대덕구 중리동 197-6 ,호프/통닭,2024-05-20
일반음식점,1997-02-18,킴스부대찌개,"대전광역시 대덕구 대덕대로1454번길 35, 1층 (목상동)",대전광역시 대덕구 목상동 165-1 (1층) ,한식,2024-05-20
일반음식점,1997-02-25,백합식당,대전광역시 대덕구 계족산로17번길 15 (중리동),대전광역시 대덕구 중리동 111-4 ,까페,2024-05-20
일반음식점,1997-03-19,햇잎갈비대전중리동,"대전광역시 대덕구 중리북로 57, 1층 (중리동)",대전광역시 대덕구 중리동 363-5 (1층) ,한식,2024-05-20
일반음식점,1997-03-19,삼첩분식덮덮밥신탄진점,"대전광역시 대덕구 덕암북로 91, 1층 (석봉동)",대전광역시 대덕구 석봉동 322-16 1층 ,한식,2024-05-20
일반음식점,1997-04-03,감나무식당,"대전광역시 대덕구 새말2길 9 (상서동,322-2,3)","대전광역시 대덕구 상서동 321-19 322-2,3 ",한식,2024-05-20
일반음식점,1997-04-10,명륜진사갈비한남대점,대전광역시 대덕구 한남로17번길 16-11 (오정동),대전광역시 대덕구 오정동 223-152 ,한식,2024-05-20
일반음식점,1997-04-18,무진장가마솥삼겹살,"대전광역시 대덕구 중리로43번길 14-19, 1층 (중리동)",대전광역시 대덕구 중리동 383-5 1층 ,한식,2024-05-20
일반음식점,1997-04-30,요강바위식당,대전광역시 대덕구 산디로15번길 26 (장동),대전광역시 대덕구 장동 399-2 ,한식,2024-05-20
일반음식점,1997-05-01,김밥나라신탄진점식당,"대전광역시 대덕구 신탄진북로 46, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 18-15 1층 ,김밥(도시락),2024-05-20
일반음식점,1997-05-08,예담골,"대전광역시 대덕구 계족로664번길 115, 1층 (법동)",대전광역시 대덕구 법동 189-11 (1층) ,횟집,2024-05-20
일반음식점,1997-05-13,랠리치킨식당,대전광역시 대덕구 대전로 1387 (읍내동),대전광역시 대덕구 읍내동 228-3 ,한식,2024-05-20
일반음식점,1997-05-24,해조물산임해조볼테기,대전광역시 대덕구 오정로37번길 5 (오정동),대전광역시 대덕구 오정동 370-15 ,한식,2024-05-20
일반음식점,1997-05-30,포동이삼겹살식당,대전광역시 대덕구 한남로88번길 10 (오정동),대전광역시 대덕구 오정동 445-20 ,한식,2024-05-20
일반음식점,1997-06-16,송어촌,"대전광역시 대덕구 계족산로5번길 79, 1층 (법동)",대전광역시 대덕구 법동 203-5 (1층) ,기타,2024-05-20
일반음식점,1997-06-18,불앤구이돈,대전광역시 대덕구 대덕대로1454번길 11-10 (목상동),대전광역시 대덕구 목상동 149-3 ,한식,2024-05-20
일반음식점,1997-06-26,옥순네추어칼국수,"대전광역시 대덕구 송촌남로 21-1, 1층 (송촌동)",대전광역시 대덕구 송촌동 246-12 ,한식,2024-05-20
일반음식점,1997-06-27,인생포차,대전광역시 대덕구 한남로88번길 9 (오정동),대전광역시 대덕구 오정동 446-4 ,호프/통닭,2024-05-20
일반음식점,1997-06-28,다인,대전광역시 대덕구 비래동로23번길 31 (비래동),대전광역시 대덕구 비래동 127-1 ,한식,2024-05-20
일반음식점,1997-07-08,공주칼국수쭈꾸미,"대전광역시 대덕구 대전로1177번길 67, 1층 (오정동)",대전광역시 대덕구 오정동 61-7 (1층) ,기타,2024-05-20
일반음식점,1997-07-09,황금칼국수,대전광역시 대덕구 대전로 1357 (읍내동),대전광역시 대덕구 읍내동 327-3 ,한식,2024-05-20
일반음식점,1997-07-19,길림성식당,"대전광역시 대덕구 대화로 160 (대화동,지원상가1동지하018호)",대전광역시 대덕구 대화동 289-1 지원상가1동지하018호 ,중국식,2024-05-20
일반음식점,1997-08-05,연우네보리밥집,대전광역시 대덕구 대전로1019번길 37 (오정동),대전광역시 대덕구 오정동 485-1 ,한식,2024-05-20
일반음식점,1997-12-10,굴돌밥집식당,대전광역시 대덕구 오정로78번길 48 (오정동),대전광역시 대덕구 오정동 102-10 ,한식,2024-05-20
일반음식점,1997-09-24,전주식당,"대전광역시 대덕구 대화로 160 (대화동,지원상가3동010호)",대전광역시 대덕구 대화동 289-1 지원상가3동010호 ,한식,2024-05-20
일반음식점,1997-09-26,연축골가든,,대전광역시 대덕구 연축동 119-1 ,한식,2024-05-20
일반음식점,1997-09-30,중앙왕족발식당,대전광역시 대덕구 계족로741번길 30 (읍내동),대전광역시 대덕구 읍내동 54-9 ,한식,2024-05-20
일반음식점,1997-10-07,꼴통식당,"대전광역시 대덕구 대화로 160 (대화동,지원상가3동지하008호)",대전광역시 대덕구 대화동 289-1 지원상가3동지하008호 ,한식,2024-05-20
일반음식점,1997-10-10,팔도한마당순대,대전광역시 대덕구 대덕대로1448번길 73 (목상동),대전광역시 대덕구 목상동 863-2 ,한식,2024-05-20
일반음식점,1997-10-10,엄마손분식,대전광역시 대덕구 한밭대로1006번길 66 (오정동),대전광역시 대덕구 오정동 100-23 ,한식,2024-05-20
일반음식점,1997-10-10,사랑방호프식당,대전광역시 대덕구 동심9길 4 (대화동),대전광역시 대덕구 대화동 240 ,한식,2024-05-20
일반음식점,1997-10-11,낭만돼지,대전광역시 대덕구 덕암북로 59 (석봉동),대전광역시 대덕구 석봉동 316-18 ,한식,2024-05-20
일반음식점,1997-10-20,사거리호프,"대전광역시 대덕구 신탄진동로7번길 76, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 121-24 (1층) ,한식,2024-05-20
일반음식점,1997-10-29,삼첩분식 중리점,대전광역시 대덕구 계족산로5번길 102 (법동),대전광역시 대덕구 법동 201-11 ,분식,2024-05-20
일반음식점,1997-11-04,천북왕순대식당,대전광역시 대덕구 한밭대로988번길 34 (오정동),대전광역시 대덕구 오정동 80-7 ,한식,2024-05-20
일반음식점,1997-11-20,이모포차,"대전광역시 대덕구 대덕대로1470번길 73, 1층 (목상동)",대전광역시 대덕구 목상동 861-1 1층 ,기타,2024-05-20
일반음식점,1997-11-28,큐호프식당,"대전광역시 대덕구 석봉로58번길 97 (석봉동,302-4)",대전광역시 대덕구 석봉동 301-1 302-4 ,한식,2024-05-20
일반음식점,1997-12-17,인생술집퓨전포차,"대전광역시 대덕구 동춘당로23번길 13, 상가동 1층 2호 (송촌동, 서오아파트)",대전광역시 대덕구 송촌동 554 서오아파트 상가동2호(1층) ,호프/통닭,2024-05-20
일반음식점,1997-12-17,장수촌식당,"대전광역시 대덕구 신탄진로 512, 1층 (상서동)","대전광역시 대덕구 상서동 349-1 ,3,13,396-1,8(1층) ",한식,2024-05-20
일반음식점,1997-12-20,느낌,대전광역시 대덕구 중리동로17번길 42 (중리동),대전광역시 대덕구 중리동 197-20 ,호프/통닭,2024-05-20
일반음식점,1997-12-23,한성정통손짜장식당,"대전광역시 대덕구 덕암로148번안길 24, 1층 (상서동)",대전광역시 대덕구 상서동 833-10 (1층) ,중국식,2024-05-20
일반음식점,1997-12-27,대복민반점,"대전광역시 대덕구 오정로78번길 23, 1층 (오정동)",대전광역시 대덕구 오정동 88-25 ,중국식,2024-05-20
일반음식점,1997-09-27,선비마을식당,"대전광역시 대덕구 대덕대로1470번길 60, 1층 (목상동)",대전광역시 대덕구 목상동 156-8 (1층) ,한식,2024-05-20
일반음식점,1970-06-01,비비큐치킨앤비어식당,대전광역시 대덕구 신탄진동로7번길 78 (신탄진동),대전광역시 대덕구 신탄진동 121-23 ,통닭(치킨),2024-05-20
일반음식점,1998-10-22,용가마순대,"대전광역시 대덕구 대덕대로1448번길 85, 1층 (목상동)",대전광역시 대덕구 목상동 863-6 (1층) ,한식,2024-05-20
일반음식점,1998-01-06,한우김사또별관,대전광역시 대덕구 대덕대로1458번길 3-8 (목상동),대전광역시 대덕구 목상동 148-2 ,한식,2024-05-20
일반음식점,1998-01-17,장모네,"대전광역시 대덕구 계족로664번길 103, 1층 (법동)",대전광역시 대덕구 법동 189-6 (1층) ,한식,2024-05-20
일반음식점,1998-01-17,대전 중리동 맛집 맛대맛,대전광역시 대덕구 중리남로 50-1 (중리동),대전광역시 대덕구 중리동 165-21 ,한식,2024-05-20
일반음식점,1998-03-28,장원순대,"대전광역시 대덕구 대전로 1158, 1층 (오정동)",대전광역시 대덕구 오정동 391-1 1층 ,한식,2024-05-20
일반음식점,1998-04-23,옛추억,"대전광역시 대덕구 신탄진북로32번길 8-9, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 20-13 (1층) ,한식,2024-05-20
일반음식점,1998-04-28,풍년식당,대전광역시 대덕구 대덕대로1448번길 65 (목상동),대전광역시 대덕구 목상동 862-4 ,한식,2024-05-20
일반음식점,1998-05-12,불돈구이돈,"대전광역시 대덕구 석봉로38번길 34, 1층 (석봉동)",대전광역시 대덕구 석봉동 182-5 (1층) ,한식,2024-05-20
일반음식점,1998-05-14,신장금이밥상,"대전광역시 대덕구 대화로 지하 160, 3동 26호 (대화동, 지원상가)",대전광역시 대덕구 대화동 289-1 ,한식,2024-05-20
일반음식점,1998-05-14,시골식당,"대전광역시 대덕구 대화로 160 (대화동,지원상가3동003호)",대전광역시 대덕구 대화동 289-1 지원상가3동003호 ,한식,2024-05-20
일반음식점,1998-05-23,자연산형제횟집,"대전광역시 대덕구 중리로76번길 22, 1층 (중리동)",대전광역시 대덕구 중리동 372-3 (1층) ,횟집,2024-05-20
일반음식점,1998-06-02,와동245,대전광역시 대덕구 신탄진로 367 (와동),대전광역시 대덕구 와동 245-3 ,한식,2024-05-20
일반음식점,1998-06-08,주문진양푼이동태찌개식당,대전광역시 대덕구 덕암북로96번길 2 (덕암동),대전광역시 대덕구 덕암동 13-8 ,한식,2024-05-20
일반음식점,1998-06-26,맛골집식당,"대전광역시 대덕구 한밭대로1003번길 8, 1층 (오정동)",대전광역시 대덕구 오정동 60-15 (1층) ,한식,2024-05-20
일반음식점,1998-06-27,연희호프,"대전광역시 대덕구 신탄진로804번길 21, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 141-8 (1층) ,기타,2024-05-20
일반음식점,1998-07-04,전통식당,대전광역시 대덕구 대전로1019번길 21 (오정동),대전광역시 대덕구 오정동 485-8 ,한식,2024-05-20
일반음식점,1998-07-11,윤희네해물칼국수,대전광역시 대덕구 대화로 117 (대화동),대전광역시 대덕구 대화동 316-1 ,한식,2024-05-20
일반음식점,1998-07-11,갈밭식당,대전광역시 대덕구 대청호수로 1553 (갈전동),대전광역시 대덕구 갈전동 238-8 ,한식,2024-05-20
일반음식점,1998-07-24,송강가든식당,대전광역시 대덕구 대청호수로 1533 (갈전동),대전광역시 대덕구 갈전동 477 ,한식,2024-05-20
일반음식점,1998-07-25,마을손두부,대전광역시 대덕구 대전로 1354 (읍내동),대전광역시 대덕구 읍내동 328-1 ,한식,2024-05-20
일반음식점,1998-08-14,카페허밍바이런베이점,"대전광역시 대덕구 계족로664번길 111, 1층 (법동)",대전광역시 대덕구 법동 189-9 (1층) ,기타,2024-05-20
일반음식점,1998-08-17,감나무집식당,대전광역시 대덕구 대청로570번길 41 (미호동),대전광역시 대덕구 미호동 126 ,한식,2024-05-20
일반음식점,1998-08-17,전원가든식당,대전광역시 대덕구 대청로 556 (미호동),대전광역시 대덕구 미호동 162-3 ,한식,2024-05-20
일반음식점,1998-08-17,안골식당,"대전광역시 대덕구 대청로570번길 77 (미호동,,2)","대전광역시 대덕구 미호동 30-1 ,2 ",한식,2024-05-20
일반음식점,1998-08-17,은행나무집,"대전광역시 대덕구 대청로424번길 516-16, 1층 (삼정동)",대전광역시 대덕구 삼정동 341 (1층) ,한식,2024-05-20
일반음식점,1998-09-04,모아25시식당,"대전광역시 대덕구 중리로 37, 1층 (중리동)",대전광역시 대덕구 중리동 391-7 (1층) ,한식,2024-05-20
일반음식점,1998-09-05,홍가네분식식당,"대전광역시 대덕구 대화로 160 (대화동,지원상가3동002호)",대전광역시 대덕구 대화동 289-1 지원상가3동002호 ,한식,2024-05-20
일반음식점,1998-10-16,굴세상식당,"대전광역시 대덕구 한밭대로1006번길 7 (오정동,(1층))",대전광역시 대덕구 오정동 67-3 (1층) ,한식,2024-05-20
일반음식점,1998-10-16,숯마당뒷고기전문점,"대전광역시 대덕구 동서대로1786번길 14, 1층 (비래동)",대전광역시 대덕구 비래동 555-2 (1층) ,식육(숯불구이),2024-05-20
일반음식점,1998-10-24,더덕솥뚜껑삼겹살 중리점,"대전광역시 대덕구 중리로75번길 22-19, 1층 (중리동)","대전광역시 대덕구 중리동 363-11 ,12(1층) ",한식,2024-05-20
일반음식점,1998-10-30,파드러슈치킨피자이솝,"대전광역시 대덕구 석봉로38번길 54, 1층 (석봉동)",대전광역시 대덕구 석봉동 317-6 (1층) ,기타,2024-05-20
일반음식점,1998-10-30,호박식당,"대전광역시 대덕구 비래동로7번길 11, 1층 (비래동)",대전광역시 대덕구 비래동 125-26 ,한식,2024-05-20
일반음식점,1998-11-24,옥수백반,"대전광역시 대덕구 대화로 160, 지원상가3동 25호 (대화동)",대전광역시 대덕구 대화동 289-1 지원상가3동25호 ,한식,2024-05-20
일반음식점,1998-11-26,와동뜨끈이,"대전광역시 대덕구 신탄진로218번길 28, 1층 (와동)",대전광역시 대덕구 와동 367-11 (1층) ,기타,2024-05-20
일반음식점,1998-12-04,아지트,"대전광역시 대덕구 홍도로99번길 2, 1층 (중리동)",대전광역시 대덕구 중리동 243-47 (1층) ,호프/통닭,2024-05-20
일반음식점,1998-12-05,임단아갈비탕전문점,"대전광역시 대덕구 신탄진동로 13, 1층 (신탄진동)","대전광역시 대덕구 신탄진동 154-5 ,29 ",한식,2024-05-20
일반음식점,1998-12-11,고향마을,"대전광역시 대덕구 비래서로26번길 72, 1층 (비래동)",대전광역시 대덕구 비래동 559-21 (1층) ,한식,2024-05-20
일반음식점,1998-12-15,향남정식당,대전광역시 대덕구 신탄진동로 37 (신탄진동),대전광역시 대덕구 신탄진동 159-8 ,한식,2024-05-20
일반음식점,1998-12-15,다리골식당,대전광역시 대덕구 송촌남로 16 (송촌동),대전광역시 대덕구 송촌동 295-28 ,한식,2024-05-20
일반음식점,1998-12-23,고고삼겹살,대전광역시 대덕구 신탄진동로7번길 74 (신탄진동),대전광역시 대덕구 신탄진동 121-25 ,한식,2024-05-20
일반음식점,1998-12-31,대광육회,"대전광역시 대덕구 중리남로 35, 1층 (중리동)",대전광역시 대덕구 중리동 197-4 (1층) ,한식,2024-05-20
일반음식점,1999-09-09,제주똥도야지식당,대전광역시 대덕구 중리남로 41-1 (중리동),대전광역시 대덕구 중리동 207-5 ,한식,2024-05-20
일반음식점,1999-09-21,싱싱식당,"대전광역시 대덕구 대덕대로1454번길 20, 1층 (목상동)",대전광역시 대덕구 목상동 146-5 (1층) ,한식,2024-05-20
일반음식점,1999-11-26,처갓집양념치킨 송촌1호점,"대전광역시 대덕구 계족로690번길 21 (법동,선비마을1단지 상가104호)",대전광역시 대덕구 법동 440-4 선비마을1단지 상가104호 ,한식,2024-05-20
일반음식점,1999-09-09,신탄서울생고기식당,대전광역시 대덕구 덕암로 249 (덕암동),대전광역시 대덕구 덕암동 18-4 ,식육(숯불구이),2024-05-20
일반음식점,1999-01-14,나주식당,"대전광역시 대덕구 대화로 160, 3동 22호 (대화동,지원상가)",대전광역시 대덕구 대화동 289-1 지원상가 3동 22호,한식,2024-05-20
일반음식점,1999-01-22,유가옥설렁탕식당,대전광역시 대덕구 한밭대로 1161 (중리동),대전광역시 대덕구 중리동 202-1 ,한식,2024-05-20
일반음식점,1999-03-27,은행나무식당,"대전광역시 대덕구 신탄진동로35번길 55, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 122-30 (1층) ,한식,2024-05-20
일반음식점,1999-03-30,배가빵빵,"대전광역시 대덕구 한남로17번길 16-4, 1층 (오정동)",대전광역시 대덕구 오정동 223-193 (1층) ,통닭(치킨),2024-05-20
일반음식점,1999-04-10,본만쥬,대전광역시 대덕구 중리로 18 (중리동),대전광역시 대덕구 중리동 411-27 ,한식,2024-05-20
일반음식점,1999-04-10,옥천복골집,대전광역시 대덕구 비래동로16번길 41 (비래동),대전광역시 대덕구 비래동 143-12 ,한식,2024-05-20
일반음식점,1999-04-13,신전떡볶이한남대점,대전광역시 대덕구 한남로17번길 12 (오정동),대전광역시 대덕구 오정동 223-194 ,한식,2024-05-20
일반음식점,1999-04-21,초류향,대전광역시 대덕구 계족산로17번길 107 (법동),대전광역시 대덕구 법동 199-5 ,중국식,2024-05-20
일반음식점,1999-04-22,청춘돼지,"대전광역시 대덕구 계족로598번길 31, 1층 (법동)",대전광역시 대덕구 법동 207-7 (1층) ,한식,2024-05-20
일반음식점,1999-04-23,나라촌식당,대전광역시 대덕구 중리남로8번길 124 (중리동),대전광역시 대덕구 중리동 132-8 ,한식,2024-05-20
일반음식점,1999-04-28,황해도식당,"대전광역시 대덕구 대화로 160, 3동 지하층 013호 (대화동, 지원상가)",대전광역시 대덕구 대화동 289-1 지원상가 3동 지하 013호 ,한식,2024-05-20
일반음식점,1999-05-06,신탄수구레국밥,대전광역시 대덕구 석봉로37번길 51-7 (석봉동),대전광역시 대덕구 석봉동 194-31 ,한식,2024-05-20
일반음식점,1999-05-10,설악칡냉면,대전광역시 대덕구 덕암북로58번길 7 (덕암동),대전광역시 대덕구 덕암동 9-7 ,한식,2024-05-20
일반음식점,1999-05-13,장안뜨끈이집식당,대전광역시 대덕구 한밭대로972번길 10 (오정동),대전광역시 대덕구 오정동 73-11 ,한식,2024-05-20
일반음식점,1999-05-18,시골집,대전광역시 대덕구 석봉로44번안길 17 (석봉동),대전광역시 대덕구 석봉동 320-9 ,한식,2024-05-20
일반음식점,1999-05-20,석가네손칼국수,"대전광역시 대덕구 비래서로 39, 1층 (비래동)",대전광역시 대덕구 비래동 125-34 (1층) ,분식,2024-05-20
일반음식점,1999-05-21,계족산성가든식당,"대전광역시 대덕구 산디로231번길 10-2 (장동,,3)","대전광역시 대덕구 장동 625-2 ,3 ",한식,2024-05-20
일반음식점,1999-06-10,유황돼지촌,"대전광역시 대덕구 한남로137번길 15, 1층 (오정동)",대전광역시 대덕구 오정동 489-15 (1층) ,한식,2024-05-20
일반음식점,1999-06-18,모듬생찌개방식당,"대전광역시 대덕구 대화로 160 (대화동,지원상가3동17호)",대전광역시 대덕구 대화동 289-1 지원상가3동17호 ,한식,2024-05-20
일반음식점,1999-06-22,마라탕판다,"대전광역시 대덕구 대덕대로1470번길 27, A동 208호 (목상동, 상록수아파트상가)",대전광역시 대덕구 목상동 185-1 상록수(아)상가A/208호 ,중국식,2024-05-20
일반음식점,1999-07-10,풍천장어집,대전광역시 대덕구 대청로 166-1 (신탄진동),대전광역시 대덕구 신탄진동 4-7 ,한식,2024-05-20
일반음식점,1999-07-14,뭐라고하지식당,"대전광역시 대덕구 동심1길 80, 1층 (대화동)",대전광역시 대덕구 대화동 35-163 ,한식,2024-05-20
일반음식점,1999-07-16,스테이(STAY)플랜트카페,대전광역시 대덕구 한남로137번안길 6 (오정동),대전광역시 대덕구 오정동 490-11 ,기타,2024-05-20
일반음식점,1999-07-16,태영생막창,대전광역시 대덕구 중리서로 79 (중리동),대전광역시 대덕구 중리동 364-3 ,한식,2024-05-20
일반음식점,1999-07-19,한끼요기,대전광역시 대덕구 덕암로125번안길 94 (덕암동),대전광역시 대덕구 덕암동 65-8 ,한식,2024-05-20
